platform,difference,name
CP05MOAS-GL379,27.944,diff_km_D4_to_D1
CP05MOAS-GL379,27.944,diff_km_D4_to_D2
CP05MOAS-GL379,27.7161,diff_km_D4_to_D3
CP05MOAS-GL380,32.7648,diff_km_D2_to_D1
CP05MOAS-GL380,13.1965,diff_km_D3_to_D1
CP05MOAS-GL380,15.9022,diff_km_D6_to_D1
CP05MOAS-GL380,37.3281,diff_km_D6_to_D2
CP05MOAS-GL380,28.6621,diff_km_D6_to_D3
CP05MOAS-GL380,28.758,diff_km_D6_to_D4
CP05MOAS-GL380,28.1905,diff_km_D6_to_D5
CP05MOAS-GL380,30.0135,diff_km_D3_to_D2
CP05MOAS-GL380,13.3599,diff_km_D4_to_D1
CP05MOAS-GL380,29.6831,diff_km_D4_to_D2
CP05MOAS-GL380,0.3675,diff_km_D4_to_D3
CP05MOAS-GL380,13.0804,diff_km_D5_to_D1
CP05MOAS-GL380,28.415,diff_km_D5_to_D2
CP05MOAS-GL380,1.6132,diff_km_D5_to_D3
CP05MOAS-GL380,1.3216,diff_km_D5_to_D4
CP05MOAS-GL387,43.6527,diff_km_D2_to_D1
CP05MOAS-GL387,43.5767,diff_km_D3_to_D1
CP05MOAS-GL387,25.5869,diff_km_D6_to_D1
CP05MOAS-GL387,19.0967,diff_km_D6_to_D2
CP05MOAS-GL387,18.0148,diff_km_D6_to_D3
CP05MOAS-GL387,9.8778,diff_km_D6_to_D4
CP05MOAS-GL387,30.5754,diff_km_D6_to_D5
CP05MOAS-GL387,6.8412,diff_km_D3_to_D2
CP05MOAS-GL387,31.117,diff_km_D4_to_D1
CP05MOAS-GL387,13.1256,diff_km_D4_to_D2
CP05MOAS-GL387,15.7554,diff_km_D4_to_D3
CP05MOAS-GL387,42.5294,diff_km_D5_to_D1
CP05MOAS-GL387,25.7638,diff_km_D5_to_D2
CP05MOAS-GL387,32.0987,diff_km_D5_to_D3
CP05MOAS-GL387,21.3435,diff_km_D5_to_D4
CP05MOAS-GL388,32.2899,diff_km_D2_to_D1
CP05MOAS-GL388,21.9898,diff_km_D3_to_D1
CP05MOAS-GL388,12.2827,diff_km_D6_to_D1
CP05MOAS-GL388,28.3509,diff_km_D6_to_D2
CP05MOAS-GL388,9.8777,diff_km_D6_to_D3
CP05MOAS-GL388,32.7889,diff_km_D6_to_D4
CP05MOAS-GL388,28.9813,diff_km_D6_to_D5
CP05MOAS-GL388,26.3706,diff_km_D3_to_D2
CP05MOAS-GL388,20.7749,diff_km_D4_to_D1
CP05MOAS-GL388,42.4918,diff_km_D4_to_D2
CP05MOAS-GL388,42.0143,diff_km_D4_to_D3
CP05MOAS-GL388,18.7388,diff_km_D5_to_D1
CP05MOAS-GL388,33.384,diff_km_D5_to_D2
CP05MOAS-GL388,37.0643,diff_km_D5_to_D3
CP05MOAS-GL388,9.6439,diff_km_D5_to_D4
CP05MOAS-GL389,0.0,diff_km_D2_to_D1
CP05MOAS-GL389,1.6733,diff_km_D3_to_D1
CP05MOAS-GL389,1.6733,diff_km_D3_to_D2
CP05MOAS-GL389,21.6124,diff_km_D4_to_D1
CP05MOAS-GL389,21.6124,diff_km_D4_to_D2
CP05MOAS-GL389,23.2796,diff_km_D4_to_D3
CP05MOAS-GL389,7.68,diff_km_D5_to_D1
CP05MOAS-GL389,7.68,diff_km_D5_to_D2
CP05MOAS-GL389,8.7076,diff_km_D5_to_D3
CP05MOAS-GL389,19.2407,diff_km_D5_to_D4
GA01SUMO,10.6846,diff_km_D2_to_D1
GA01SUMO,1.246,diff_km_D3_to_D1
GA01SUMO,11.9085,diff_km_D3_to_D2
GA02HYPM,3.5428,diff_km_D2_to_D1
GA02HYPM,0.4641,diff_km_D3_to_D1
GA02HYPM,3.7856,diff_km_D3_to_D2
GA03FLMA,4.151,diff_km_D2_to_D1
GA03FLMA,0.7889,diff_km_D3_to_D1
GA03FLMA,3.3754,diff_km_D3_to_D2
GA03FLMB,3.3569,diff_km_D2_to_D1
GA03FLMB,0.2862,diff_km_D3_to_D1
GA03FLMB,3.0799,diff_km_D3_to_D2
GI01SUMO,5.6944,diff_km_D2_to_D1
GI01SUMO,0.365,diff_km_D3_to_D1
GI01SUMO,6.0422,diff_km_D3_to_D2
GI01SUMO,1.3926,diff_km_D4_to_D1
GI01SUMO,5.598,diff_km_D4_to_D2
GI01SUMO,1.3947,diff_km_D4_to_D3
GI01SUMO,0.471,diff_km_D5_to_D1
GI01SUMO,6.1653,diff_km_D5_to_D2
GI01SUMO,0.1633,diff_km_D5_to_D3
GI01SUMO,1.5459,diff_km_D5_to_D4
GI02HYPM,2.3436,diff_km_D2_to_D1
GI02HYPM,0.7516,diff_km_D3_to_D1
GI02HYPM,1.9814,diff_km_D3_to_D2
GI02HYPM,2.7845,diff_km_D4_to_D1
GI02HYPM,0.441,diff_km_D4_to_D2
GI02HYPM,2.4037,diff_km_D4_to_D3
GI02HYPM,0.7737,diff_km_D5_to_D1
GI02HYPM,1.8969,diff_km_D5_to_D2
GI02HYPM,0.0853,diff_km_D5_to_D3
GI02HYPM,2.32,diff_km_D5_to_D4
GI03FLMA,2.1556,diff_km_D2_to_D1
GI03FLMA,5.6689,diff_km_D3_to_D1
GI03FLMA,5.6769,diff_km_D3_to_D2
GI03FLMA,2.4681,diff_km_D4_to_D1
GI03FLMA,0.3424,diff_km_D4_to_D2
GI03FLMA,5.8898,diff_km_D4_to_D3
GI03FLMA,0.1359,diff_km_D5_to_D1
GI03FLMA,2.1316,diff_km_D5_to_D2
GI03FLMA,5.533,diff_km_D5_to_D3
GI03FLMA,2.4518,diff_km_D5_to_D4
GI03FLMB,6.9751,diff_km_D2_to_D1
GI03FLMB,4.7727,diff_km_D3_to_D1
GI03FLMB,2.2067,diff_km_D3_to_D2
GI03FLMB,6.8762,diff_km_D4_to_D1
GI03FLMB,0.2007,diff_km_D4_to_D2
GI03FLMB,2.1035,diff_km_D4_to_D3
GI03FLMB,4.6815,diff_km_D5_to_D1
GI03FLMB,2.3121,diff_km_D5_to_D2
GI03FLMB,0.1581,diff_km_D5_to_D3
GI03FLMB,2.1995,diff_km_D5_to_D4
GI05MOAS-GL484,0.0971,diff_km_D3_to_D2
GP02HYPM,1.0006,diff_km_D2_to_D1
GP02HYPM,1.0799,diff_km_D3_to_D1
GP02HYPM,0.2354,diff_km_D6_to_D1
GP02HYPM,1.1988,diff_km_D6_to_D2
GP02HYPM,1.2987,diff_km_D6_to_D3
GP02HYPM,1.3391,diff_km_D6_to_D4
GP02HYPM,10.0153,diff_km_D6_to_D5
GP02HYPM,0.2359,diff_km_D3_to_D2
GP02HYPM,1.1367,diff_km_D4_to_D1
GP02HYPM,0.144,diff_km_D4_to_D2
GP02HYPM,0.1964,diff_km_D4_to_D3
GP02HYPM,9.9106,diff_km_D5_to_D1
GP02HYPM,9.0397,diff_km_D5_to_D2
GP02HYPM,9.114,diff_km_D5_to_D3
GP02HYPM,8.9507,diff_km_D5_to_D4
GP03FLMA,0.6376,diff_km_D2_to_D1
GP03FLMA,0.6438,diff_km_D3_to_D1
GP03FLMA,0.6645,diff_km_D6_to_D1
GP03FLMA,0.1581,diff_km_D6_to_D2
GP03FLMA,0.0596,diff_km_D6_to_D3
GP03FLMA,0.5152,diff_km_D6_to_D4
GP03FLMA,9.7418,diff_km_D6_to_D5
GP03FLMA,0.099,diff_km_D3_to_D2
GP03FLMA,1.1741,diff_km_D4_to_D1
GP03FLMA,0.5529,diff_km_D4_to_D2
GP03FLMA,0.5303,diff_km_D4_to_D3
GP03FLMA,9.0777,diff_km_D5_to_D1
GP03FLMA,9.7028,diff_km_D5_to_D2
GP03FLMA,9.7208,diff_km_D5_to_D3
GP03FLMA,10.2505,diff_km_D5_to_D4
GP03FLMB,0.2401,diff_km_D2_to_D1
GP03FLMB,0.2322,diff_km_D3_to_D1
GP03FLMB,0.3146,diff_km_D6_to_D1
GP03FLMB,0.2018,diff_km_D6_to_D2
GP03FLMB,0.0927,diff_km_D6_to_D3
GP03FLMB,0.0323,diff_km_D6_to_D4
GP03FLMB,9.8965,diff_km_D6_to_D5
GP03FLMB,0.126,diff_km_D3_to_D2
GP03FLMB,0.3363,diff_km_D4_to_D1
GP03FLMB,0.2341,diff_km_D4_to_D2
GP03FLMB,0.1224,diff_km_D4_to_D3
GP03FLMB,9.5947,diff_km_D5_to_D1
GP03FLMB,9.8158,diff_km_D5_to_D2
GP03FLMB,9.8248,diff_km_D5_to_D3
GP03FLMB,9.9095,diff_km_D5_to_D4
GP05MOAS-GL276,19.8353,diff_km_D2_to_D1
GP05MOAS-GL363,23.7602,diff_km_D2_to_D1
GP05MOAS-GL365,23.7349,diff_km_D2_to_D1
GS01SUMO,9.7901,diff_km_D2_to_D1
GS01SUMO,0.0953,diff_km_D3_to_D1
GS01SUMO,9.7369,diff_km_D3_to_D2
GS02HYPM,8.3292,diff_km_D2_to_D1
GS02HYPM,3.2007,diff_km_D3_to_D1
GS02HYPM,5.1288,diff_km_D3_to_D2
GS03FLMA,6.9666,diff_km_D2_to_D1
GS03FLMA,0.1137,diff_km_D3_to_D1
GS03FLMA,7.0393,diff_km_D3_to_D2
GS03FLMB,4.9501,diff_km_D2_to_D1
GS03FLMB,0.1851,diff_km_D3_to_D1
GS03FLMB,4.7652,diff_km_D3_to_D2
