refdes,methods,streams-uFrame,database,uFrame,comment
CE07SHSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_non_directional_recovered, yes,yes,
CE07SHSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_motion_recovered, yes,yes,
CE07SHSP-SP001-01-DOSTAJ000,recovered_cspp,dosta_abcdjm_cspp_instrument_recovered, yes,yes,
CE07SHSP-SP001-02-VELPTJ000,recovered_cspp,velpt_j_cspp_instrument_recovered, yes,yes,
CE07SHSP-SP001-04-OPTAAJ000,recovered_cspp,optaa_dj_cspp_instrument_recovered, yes,yes,
CE07SHSP-SP001-05-NUTNRJ000,recovered_cspp,nutnr_j_cspp_instrument_recovered, yes,yes,
CE07SHSP-SP001-05-NUTNRJ000,recovered_cspp,nutnr_j_cspp_dark_instrument_recovered, yes,yes,
CE07SHSP-SP001-06-SPKIRJ000,recovered_cspp,spkir_abj_cspp_instrument_recovered, yes,yes,
CE07SHSP-SP001-07-FLORTJ000,recovered_cspp,flort_sample, yes,yes,
CE07SHSP-SP001-08-CTDPFJ000,recovered_cspp,ctdpf_j_cspp_instrument_recovered, yes,yes,
CE07SHSP-SP001-09-PARADJ000,recovered_cspp,parad_j_cspp_instrument_recovered, yes,yes,
CE09OSPM-WFP01-01-VEL3DK000,recovered_wfp,vel3d_k_wfp_instrument, yes,yes,
CE09OSPM-WFP01-02-DOFSTK000,recovered_wfp,dofst_k_wfp_instrument_recovered, yes,yes,
CE09OSPM-WFP01-03-CTDPFK000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
CE09OSPM-WFP01-04-FLORTK000,recovered_wfp,flort_sample, yes,yes,
CE09OSPM-WFP01-05-PARADK000,recovered_wfp,parad_k__stc_imodem_instrument_recovered, yes,yes,
CE09OSSM-MFD35-01-VEL3DD000,recovered_inst,vel3d_cd_dcl_velocity_data_recovered, yes,yes,
CE09OSSM-MFD35-02-PRESFC000,recovered_inst,presf_abc_wave_burst_recovered, yes,yes,
CE09OSSM-MFD35-02-PRESFC000,recovered_inst,presf_abc_tide_measurement_recovered, yes,yes,
CE09OSSM-MFD35-04-ADCPSJ000,recovered_inst,adcp_velocity_earth, yes,yes,
CE09OSSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_instrument, yes,yes,
CE09OSSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_instrument_blank, yes,yes,
CE09OSSM-MFD35-06-PHSEND000,recovered_inst,phsen_abcdef_instrument, yes,yes,
CE09OSSM-MFD37-01-OPTAAC000,recovered_host,optaa_dj_dcl_instrument_recovered, yes,yes,
CE09OSSM-MFD37-03-CTDBPE000,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
CE09OSSM-MFD37-03-DOSTAD000,recovered_inst,dosta_abcdjm_ctdbp_instrument_recovered, yes,yes,
CE09OSSM-MFD37-07-ZPLSCC000,recovered_inst,zplsc_echogram_data, yes,yes,
CE09OSSM-RID26-01-ADCPTC000,recovered_inst,adcp_velocity_earth, yes,yes,
CE09OSSM-RID26-04-VELPTA000,recovered_inst,velpt_ab_instrument_recovered, yes,yes,
CE09OSSM-RID26-06-PHSEND000,recovered_inst,phsen_abcdef_instrument, yes,yes,
CE09OSSM-RID26-07-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered, yes,yes,
CE09OSSM-RID26-07-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered, yes,yes,
CE09OSSM-RID26-08-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered, yes,yes,
CE09OSSM-RID27-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered, yes,yes,
CE09OSSM-RID27-02-FLORTD000,recovered_host,flort_sample, yes,yes,
CE09OSSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
CE09OSSM-RID27-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered, yes,yes,
CE09OSSM-SBD11-04-VELPTA000,recovered_inst,velpt_ab_instrument_recovered, yes,yes,
CE09OSSM-SBD11-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered, yes,yes,[u'metbk_hourly']duplicated in uFrame
CE09OSSM-SBD11-06-METBKA000,recovered_host,metbk_hourly, yes,yes,[u'metbk_hourly']duplicated in uFrame
CE09OSSM-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_air_recovered, yes,yes,
CE09OSSM-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_water_recovered, yes,yes,
CE09OSSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_statistics_recovered, yes,yes,
CE09OSSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_mean_directional_recovered, yes,yes,
CE09OSSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_fourier_recovered, yes,yes,
CE09OSSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_non_directional_recovered, yes,yes,
CE09OSSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_motion_recovered, yes,yes,
CP01CNPM-RII01-02-ADCPTG010,recovered_inst,adcp_velocity_earth, yes,yes,
CP01CNPM-WFP01-01-VEL3DK000,recovered_wfp,vel3d_k_wfp_instrument, yes,yes,
CP01CNPM-WFP01-02-DOFSTK000,recovered_wfp,dofst_k_wfp_instrument_recovered, yes,yes,
CP01CNPM-WFP01-03-CTDPFK000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
CP01CNPM-WFP01-04-FLORTK000,recovered_wfp,flort_sample, yes,yes,
CP01CNPM-WFP01-05-PARADK000,recovered_wfp,parad_k__stc_imodem_instrument_recovered, yes,yes,
CP01CNSM-MFD35-01-ADCPTF000,recovered_inst,adcp_velocity_earth, yes,yes,
CP01CNSM-MFD35-02-PRESFB000,recovered_inst,presf_abc_wave_burst_recovered, yes,yes,
CP01CNSM-MFD35-02-PRESFB000,recovered_inst,presf_abc_tide_measurement_recovered, yes,yes,
CP01CNSM-MFD35-04-VELPTA000,recovered_inst,velpt_ab_instrument_recovered, yes,yes,
CP01CNSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_instrument, yes,yes,
CP01CNSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_instrument_blank, yes,yes,
CP01CNSM-MFD35-06-PHSEND000,recovered_inst,phsen_abcdef_instrument, yes,yes,
CP01CNSM-MFD37-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered, yes,yes,
CP01CNSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
CP01CNSM-MFD37-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered, yes,yes,
CP01CNSM-MFD37-07-ZPLSCC000,telemetered,zplsc_c_instrument, yes,yes,
CP01CNSM-RID26-04-VELPTA000,recovered_inst,velpt_ab_instrument_recovered, yes,yes,
CP01CNSM-RID26-06-PHSEND000,recovered_inst,phsen_abcdef_instrument, yes,yes,
CP01CNSM-RID26-07-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered, yes,yes,
CP01CNSM-RID26-07-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered, yes,yes,
CP01CNSM-RID26-08-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered, yes,yes,
CP01CNSM-RID27-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered, yes,yes,
CP01CNSM-RID27-02-FLORTD000,recovered_host,flort_sample, yes,yes,
CP01CNSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
CP01CNSM-RID27-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered, yes,yes,
CP01CNSM-SBD11-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered, yes,yes,[u'metbk_hourly']duplicated in uFrame
CP01CNSM-SBD11-06-METBKA000,recovered_host,metbk_hourly, yes,yes,[u'metbk_hourly']duplicated in uFrame
CP01CNSM-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_air_recovered, yes,yes,
CP01CNSM-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_water_recovered, yes,yes,
CP01CNSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_statistics_recovered, yes,yes,
CP01CNSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_mean_directional_recovered, yes,yes,
CP01CNSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_fourier_recovered, yes,yes,
CP01CNSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_non_directional_recovered, yes,yes,
CP01CNSM-SBD12-05-WAVSSA000,recovered_host,wavss_a_dcl_motion_recovered, yes,yes,
CP01CNSM-SBD12-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered, yes,yes,[u'metbk_hourly']duplicated in uFrame
CP01CNSM-SBD12-06-METBKA000,recovered_host,metbk_hourly, yes,yes,[u'metbk_hourly']duplicated in uFrame
CP01CNSM-SBD12-08-FDCHPA000,recovered_inst,fdchp_a_instrument_recovered, yes,yes,
CP01CNSP-SP001-02-OPTAAJ000,recovered_cspp,optaa_dj_cspp_instrument_recovered, yes,yes,
CP01CNSP-SP001-03-NUTNRJ000,recovered_cspp,nutnr_j_cspp_instrument_recovered, yes,yes,
CP01CNSP-SP001-03-NUTNRJ000,recovered_cspp,nutnr_j_cspp_dark_instrument_recovered, yes,yes,
CP01CNSP-SP001-05-VELPTJ000,recovered_cspp,velpt_j_cspp_instrument_recovered, yes,yes,
CP01CNSP-SP001-06-DOSTAJ000,recovered_cspp,dosta_abcdjm_cspp_instrument_recovered, yes,yes,
CP01CNSP-SP001-07-SPKIRJ000,recovered_cspp,spkir_abj_cspp_instrument_recovered, yes,yes,
CP01CNSP-SP001-08-CTDPFJ000,recovered_cspp,ctdpf_j_cspp_instrument_recovered, yes,yes,
CP01CNSP-SP001-10-PARADJ000,recovered_cspp,parad_j_cspp_instrument_recovered, yes,yes,
CP02PMCI-RII01-02-ADCPTG010,recovered_inst,adcp_velocity_earth, yes,yes,
CP02PMCI-WFP01-01-VEL3DK000,recovered_wfp,vel3d_k_wfp_instrument, yes,yes,
CP02PMCI-WFP01-02-DOFSTK000,recovered_wfp,dofst_k_wfp_instrument_recovered, yes,yes,
CP02PMCI-WFP01-03-CTDPFK000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
CP02PMCI-WFP01-04-FLORTK000,recovered_wfp,flort_sample, yes,yes,
CP02PMCI-WFP01-05-PARADK000,recovered_wfp,parad_k__stc_imodem_instrument_recovered, yes,yes,
CP02PMCO-RII01-02-ADCPTG010,recovered_inst,adcp_velocity_earth, yes,yes,
CP02PMCO-WFP01-01-VEL3DK000,recovered_wfp,vel3d_k_wfp_instrument, yes,yes,
CP02PMCO-WFP01-02-DOFSTK000,recovered_wfp,dofst_k_wfp_instrument_recovered, yes,yes,
CP02PMCO-WFP01-03-CTDPFK000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
CP02PMCO-WFP01-04-FLORTK000,recovered_wfp,flort_sample, yes,yes,
CP02PMCO-WFP01-05-PARADK000,recovered_wfp,parad_k__stc_imodem_instrument_recovered, yes,yes,
CP02PMUI-RII01-02-ADCPTG010,recovered_inst,adcp_velocity_earth, yes,yes,
CP02PMUI-WFP01-01-VEL3DK000,recovered_wfp,vel3d_k_wfp_instrument, yes,yes,
CP02PMUI-WFP01-02-DOFSTK000,recovered_wfp,dofst_k_wfp_instrument_recovered, yes,yes,
CP02PMUI-WFP01-03-CTDPFK000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
CP02PMUI-WFP01-04-FLORTK000,recovered_wfp,flort_sample, yes,yes,
CP02PMUI-WFP01-05-PARADK000,recovered_wfp,parad_k__stc_imodem_instrument_recovered, yes,yes,
CP02PMUO-RII01-02-ADCPSL010,recovered_inst,adcp_velocity_earth, yes,yes,
CP02PMUO-WFP01-01-VEL3DK000,recovered_wfp,vel3d_k_wfp_instrument, yes,yes,
CP02PMUO-WFP01-02-DOFSTK000,recovered_wfp,dofst_k_wfp_instrument_recovered, yes,yes,
CP02PMUO-WFP01-03-CTDPFK000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
CP02PMUO-WFP01-04-FLORTK000,recovered_wfp,flort_sample, yes,yes,
CP02PMUO-WFP01-05-PARADK000,recovered_wfp,parad_k__stc_imodem_instrument_recovered, yes,yes,
CP03ISPM-RII01-02-ADCPTG010,recovered_host,adcps_jln_stc_instrument_recovered, yes,yes,
CP03ISPM-WFP01-01-VEL3DK000,recovered_wfp,vel3d_k_wfp_instrument, yes,yes,
CP03ISPM-WFP01-02-DOFSTK000,recovered_wfp,dofst_k_wfp_instrument_recovered, yes,yes,
CP03ISPM-WFP01-03-CTDPFK000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
CP03ISPM-WFP01-04-FLORTK000,recovered_wfp,flort_sample, yes,yes,
CP03ISPM-WFP01-05-PARADK000,recovered_wfp,parad_k__stc_imodem_instrument_recovered, yes,yes,
CP03ISSM-MFD35-01-ADCPTF000,recovered_inst,adcp_velocity_earth, yes,yes,
CP03ISSM-MFD35-02-PRESFB000,recovered_inst,presf_abc_wave_burst_recovered, yes,yes,
CP03ISSM-MFD35-02-PRESFB000,recovered_inst,presf_abc_tide_measurement_recovered, yes,yes,
CP03ISSM-MFD35-04-VELPTA000,recovered_inst,velpt_ab_instrument_recovered, yes,yes,
CP03ISSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_instrument, yes,yes,
CP03ISSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_instrument_blank, yes,yes,
CP03ISSM-MFD35-06-PHSEND000,recovered_inst,phsen_abcdef_instrument, yes,yes,
CP03ISSM-MFD37-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered, yes,yes,
CP03ISSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
CP03ISSM-MFD37-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered, yes,yes,
CP03ISSM-MFD37-07-ZPLSCC000,telemetered,zplsc_c_instrument, yes,yes,
CP03ISSM-RID26-04-VELPTA000,recovered_inst,velpt_ab_instrument_recovered, yes,yes,
CP03ISSM-RID26-06-PHSEND000,recovered_inst,phsen_abcdef_instrument, yes,yes,
CP03ISSM-RID26-07-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered, yes,yes,
CP03ISSM-RID26-07-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered, yes,yes,
CP03ISSM-RID26-08-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered, yes,yes,
CP03ISSM-RID27-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered, yes,yes,
CP03ISSM-RID27-02-FLORTD000,recovered_host,flort_sample, yes,yes,
CP03ISSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
CP03ISSM-RID27-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered, yes,yes,
CP03ISSM-SBD11-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered, yes,yes,[u'metbk_hourly']duplicated in uFrame
CP03ISSM-SBD11-06-METBKA000,recovered_host,metbk_hourly, yes,yes,[u'metbk_hourly']duplicated in uFrame
CP03ISSM-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_air_recovered, yes,yes,
CP03ISSM-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_water_recovered, yes,yes,
CP03ISSP-SP001-05-VELPTJ000,telemetered,velpt_j_cspp_instrument, yes,yes,
CP03ISSP-SP001-06-DOSTAJ000,telemetered,dosta_abcdjm_cspp_instrument, yes,yes,
CP03ISSP-SP001-07-SPKIRJ000,telemetered,spkir_abj_cspp_instrument, yes,yes,
CP03ISSP-SP001-08-CTDPFJ000,telemetered,ctdpf_j_cspp_instrument, yes,yes,
CP03ISSP-SP001-09-FLORTJ000,telemetered,flort_dj_cspp_instrument, yes,yes,
CP03ISSP-SP001-10-PARADJ000,telemetered,parad_j_cspp_instrument, yes,yes,
CP04OSPM-RII01-02-ADCPSL010,recovered_inst,adcp_velocity_earth, yes,yes,
CP04OSPM-WFP01-01-VEL3DK000,recovered_wfp,vel3d_k_wfp_instrument, yes,yes,
CP04OSPM-WFP01-02-DOFSTK000,recovered_wfp,dofst_k_wfp_instrument_recovered, yes,yes,
CP04OSPM-WFP01-03-CTDPFK000,recovered_wfp,ctdpf_ckl_wfp_instrument_recovered, yes,yes,
CP04OSPM-WFP01-04-FLORTK000,recovered_wfp,flort_sample, yes,yes,
CP04OSPM-WFP01-05-PARADK000,recovered_wfp,parad_k__stc_imodem_instrument_recovered, yes,yes,
CP04OSSM-MFD35-01-ADCPSJ000,recovered_inst,adcp_velocity_earth, yes,yes,
CP04OSSM-MFD35-02-PRESFC000,recovered_inst,presf_abc_wave_burst_recovered, yes,yes,
CP04OSSM-MFD35-02-PRESFC000,recovered_inst,presf_abc_tide_measurement_recovered, yes,yes,
CP04OSSM-MFD35-04-VELPTB000,recovered_inst,velpt_ab_instrument_recovered, yes,yes,
CP04OSSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_instrument, yes,yes,
CP04OSSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_instrument_blank, yes,yes,
CP04OSSM-MFD35-06-PHSEND000,recovered_inst,phsen_abcdef_instrument, yes,yes,
CP04OSSM-MFD37-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered, yes,yes,
CP04OSSM-MFD37-03-CTDBPE000,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
CP04OSSM-MFD37-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered, yes,yes,
CP04OSSM-MFD37-07-ZPLSCC000,telemetered,zplsc_c_instrument, yes,yes,
CP04OSSM-RID26-04-VELPTA000,recovered_inst,velpt_ab_instrument_recovered, yes,yes,
CP04OSSM-RID26-06-PHSEND000,recovered_inst,phsen_abcdef_instrument, yes,yes,
CP04OSSM-RID26-07-NUTNRB000,recovered_inst,nutnr_b_dark_instrument_recovered, yes,yes,
CP04OSSM-RID26-07-NUTNRB000,recovered_inst,nutnr_b_instrument_recovered, yes,yes,
CP04OSSM-RID26-08-SPKIRB000,recovered_host,spkir_abj_dcl_instrument_recovered, yes,yes,
CP04OSSM-RID27-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered, yes,yes,
CP04OSSM-RID27-02-FLORTD000,recovered_host,flort_sample, yes,yes,
CP04OSSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered, yes,yes,
CP04OSSM-RID27-04-DOSTAD000,recovered_host,dosta_abcdjm_dcl_instrument_recovered, yes,yes,
CP04OSSM-SBD11-06-METBKA000,recovered_host,metbk_a_dcl_instrument_recovered, yes,yes,[u'metbk_hourly']duplicated in uFrame
CP04OSSM-SBD11-06-METBKA000,recovered_host,metbk_hourly, yes,yes,[u'metbk_hourly']duplicated in uFrame
CP04OSSM-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_air_recovered, yes,yes,
CP04OSSM-SBD12-04-PCO2AA000,recovered_host,pco2a_a_dcl_instrument_water_recovered, yes,yes,
CP05MOAS-A6263-01-FLORTN000,recovered_host,flort_kn_sample, yes,yes,
CP05MOAS-A6263-02-DOSTAN000,recovered_host,dosta_ln_auv_instrument_recovered, yes,yes,
CP05MOAS-A6263-03-CTDAVN000,recovered_host,ctdav_auv_data, yes,yes,
CP05MOAS-A6263-04-NUTNRN000,recovered_host,nutnr_n_instrument_recovered, yes,yes,
CP05MOAS-A6263-04-NUTNRN000,recovered_host,nutnr_n_dark_instrument_recovered, yes,yes,
CP05MOAS-A6263-05-ADCPAN000,recovered_host,adcp_velocity_earth, yes,yes,
CP05MOAS-A6263-06-PARADN000,recovered_host,parad_n_auv_instrument_recovered, yes,yes,
CP05MOAS-A6264-01-FLORTN000,recovered_host,flort_kn_sample, yes,yes,
CP05MOAS-A6264-02-DOSTAN000,recovered_host,dosta_ln_auv_instrument_recovered, yes,yes,
CP05MOAS-A6264-03-CTDAVN000,recovered_host,ctdav_auv_data, yes,yes,
CP05MOAS-A6264-04-NUTNRN000,recovered_host,nutnr_n_instrument_recovered, yes,yes,
CP05MOAS-A6264-04-NUTNRN000,recovered_host,nutnr_n_dark_instrument_recovered, yes,yes,
CP05MOAS-A6264-05-ADCPAN000,recovered_host,adcp_velocity_earth, yes,yes,
CP05MOAS-A6264-06-PARADN000,recovered_host,parad_n_auv_instrument_recovered, yes,yes,
CP05MOAS-GL335-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL335-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL335-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL335-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL335-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL335-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-GL336-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL336-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL336-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL336-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL336-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL336-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-GL339-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL339-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL339-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL339-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL339-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL339-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-GL340-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL340-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL340-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL340-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL340-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL340-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-GL374-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL374-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL374-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL374-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL374-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL374-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-GL375-02-FLORTM000,telemetered,flort_m_sample, yes,yes,
CP05MOAS-GL375-03-CTDGVM000,telemetered,ctdgv_m_glider_instrument, yes,yes,
CP05MOAS-GL375-04-DOSTAM000,telemetered,dosta_abcdjm_glider_instrument, yes,yes,
CP05MOAS-GL375-05-PARADM000,telemetered,parad_m_glider_instrument, yes,yes,
CP05MOAS-GL376-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL376-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL376-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL376-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL376-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL376-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-GL379-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL379-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL379-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL379-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL379-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL379-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-GL380-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL380-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL380-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL380-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL380-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL380-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-GL387-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL387-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL387-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL387-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL387-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL387-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-GL388-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL388-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL388-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL388-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL388-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL388-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-GL389-01-ADCPAM000,recovered_host,adcp_velocity_glider, yes,yes,
CP05MOAS-GL389-01-ADCPAM000,recovered_host,adcp_bottom_track_earth, yes,yes,
CP05MOAS-GL389-02-FLORTM000,recovered_host,flort_m_sample, yes,yes,
CP05MOAS-GL389-03-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-GL389-04-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-GL389-05-PARADM000,recovered_host,parad_m_glider_recovered, yes,yes,
CP05MOAS-PG564-01-CTDGVM000,recovered_host,ctdgv_m_glider_instrument_recovered, yes,yes,
CP05MOAS-PG564-02-DOSTAM000,recovered_host,dosta_abcdjm_glider_recovered, yes,yes,
CP05MOAS-PG564-03-FLORTM000,recovered_host,flort_m_sample, yes,yes,
