array_code,Reference Designator,subsite,node,sensor,deploymentNumber,startDateTime,stopDateTime,in_am,in_qcdb_science,status
CE,CE02SHSM-RID26-00-DCLENG000,CE02SHSM,RID26,00-DCLENG000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,,not for review
CE,CE02SHSM-RID26-00-DCLENG000,CE02SHSM,RID26,00-DCLENG000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,,not for review
CE,CE02SHSM-RID26-00-DCLENG000,CE02SHSM,RID26,00-DCLENG000,8,2018-09-22T23:04:00,,yes,,not for review
CE,CE02SHSM-RID26-01-ADCPTA000,CE02SHSM,RID26,01-ADCPTA000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-RID26-01-ADCPTA000,CE02SHSM,RID26,01-ADCPTA000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-RID26-01-ADCPTA000,CE02SHSM,RID26,01-ADCPTA000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-RID26-01-ADCPTA000,CE02SHSM,RID26,01-ADCPTA000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-RID26-01-ADCPTA000,CE02SHSM,RID26,01-ADCPTA000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-RID26-01-ADCPTA000,CE02SHSM,RID26,01-ADCPTA000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-RID26-01-ADCPTA000,CE02SHSM,RID26,01-ADCPTA000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-RID26-01-ADCPTA000,CE02SHSM,RID26,01-ADCPTA000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-RID26-04-VELPTA000,CE02SHSM,RID26,04-VELPTA000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-RID26-04-VELPTA000,CE02SHSM,RID26,04-VELPTA000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-RID26-04-VELPTA000,CE02SHSM,RID26,04-VELPTA000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-RID26-04-VELPTA000,CE02SHSM,RID26,04-VELPTA000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-RID26-04-VELPTA000,CE02SHSM,RID26,04-VELPTA000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-RID26-04-VELPTA000,CE02SHSM,RID26,04-VELPTA000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-RID26-04-VELPTA000,CE02SHSM,RID26,04-VELPTA000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-RID26-04-VELPTA000,CE02SHSM,RID26,04-VELPTA000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-RID26-06-PHSEND000,CE02SHSM,RID26,06-PHSEND000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-RID26-06-PHSEND000,CE02SHSM,RID26,06-PHSEND000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-RID26-06-PHSEND000,CE02SHSM,RID26,06-PHSEND000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-RID26-06-PHSEND000,CE02SHSM,RID26,06-PHSEND000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-RID26-06-PHSEND000,CE02SHSM,RID26,06-PHSEND000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-RID26-06-PHSEND000,CE02SHSM,RID26,06-PHSEND000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-RID26-06-PHSEND000,CE02SHSM,RID26,06-PHSEND000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-RID26-06-PHSEND000,CE02SHSM,RID26,06-PHSEND000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-RID26-07-NUTNRB000,CE02SHSM,RID26,07-NUTNRB000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-RID26-07-NUTNRB000,CE02SHSM,RID26,07-NUTNRB000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-RID26-07-NUTNRB000,CE02SHSM,RID26,07-NUTNRB000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-RID26-07-NUTNRB000,CE02SHSM,RID26,07-NUTNRB000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-RID26-07-NUTNRB000,CE02SHSM,RID26,07-NUTNRB000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-RID26-07-NUTNRB000,CE02SHSM,RID26,07-NUTNRB000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-RID26-07-NUTNRB000,CE02SHSM,RID26,07-NUTNRB000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-RID26-07-NUTNRB000,CE02SHSM,RID26,07-NUTNRB000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-RID26-08-SPKIRB000,CE02SHSM,RID26,08-SPKIRB000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-RID26-08-SPKIRB000,CE02SHSM,RID26,08-SPKIRB000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-RID26-08-SPKIRB000,CE02SHSM,RID26,08-SPKIRB000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-RID26-08-SPKIRB000,CE02SHSM,RID26,08-SPKIRB000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-RID26-08-SPKIRB000,CE02SHSM,RID26,08-SPKIRB000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-RID26-08-SPKIRB000,CE02SHSM,RID26,08-SPKIRB000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-RID26-08-SPKIRB000,CE02SHSM,RID26,08-SPKIRB000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-RID26-08-SPKIRB000,CE02SHSM,RID26,08-SPKIRB000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-RID27-00-DCLENG000,CE02SHSM,RID27,00-DCLENG000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,,not for review
CE,CE02SHSM-RID27-00-DCLENG000,CE02SHSM,RID27,00-DCLENG000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,,not for review
CE,CE02SHSM-RID27-00-DCLENG000,CE02SHSM,RID27,00-DCLENG000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,,not for review
CE,CE02SHSM-RID27-00-DCLENG000,CE02SHSM,RID27,00-DCLENG000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,,not for review
CE,CE02SHSM-RID27-00-DCLENG000,CE02SHSM,RID27,00-DCLENG000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,,not for review
CE,CE02SHSM-RID27-00-DCLENG000,CE02SHSM,RID27,00-DCLENG000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,,not for review
CE,CE02SHSM-RID27-00-DCLENG000,CE02SHSM,RID27,00-DCLENG000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,,not for review
CE,CE02SHSM-RID27-00-DCLENG000,CE02SHSM,RID27,00-DCLENG000,8,2018-09-22T23:04:00,,yes,,not for review
CE,CE02SHSM-RID27-01-OPTAAD000,CE02SHSM,RID27,01-OPTAAD000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-RID27-01-OPTAAD000,CE02SHSM,RID27,01-OPTAAD000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-RID27-01-OPTAAD000,CE02SHSM,RID27,01-OPTAAD000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-RID27-01-OPTAAD000,CE02SHSM,RID27,01-OPTAAD000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-RID27-01-OPTAAD000,CE02SHSM,RID27,01-OPTAAD000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-RID27-01-OPTAAD000,CE02SHSM,RID27,01-OPTAAD000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-RID27-01-OPTAAD000,CE02SHSM,RID27,01-OPTAAD000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-RID27-01-OPTAAD000,CE02SHSM,RID27,01-OPTAAD000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-RID27-02-FLORTD000,CE02SHSM,RID27,02-FLORTD000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-RID27-02-FLORTD000,CE02SHSM,RID27,02-FLORTD000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-RID27-02-FLORTD000,CE02SHSM,RID27,02-FLORTD000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-RID27-02-FLORTD000,CE02SHSM,RID27,02-FLORTD000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-RID27-02-FLORTD000,CE02SHSM,RID27,02-FLORTD000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-RID27-02-FLORTD000,CE02SHSM,RID27,02-FLORTD000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-RID27-02-FLORTD000,CE02SHSM,RID27,02-FLORTD000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-RID27-02-FLORTD000,CE02SHSM,RID27,02-FLORTD000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-RID27-03-CTDBPC000,CE02SHSM,RID27,03-CTDBPC000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-RID27-03-CTDBPC000,CE02SHSM,RID27,03-CTDBPC000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-RID27-03-CTDBPC000,CE02SHSM,RID27,03-CTDBPC000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-RID27-03-CTDBPC000,CE02SHSM,RID27,03-CTDBPC000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-RID27-03-CTDBPC000,CE02SHSM,RID27,03-CTDBPC000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-RID27-03-CTDBPC000,CE02SHSM,RID27,03-CTDBPC000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-RID27-03-CTDBPC000,CE02SHSM,RID27,03-CTDBPC000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-RID27-03-CTDBPC000,CE02SHSM,RID27,03-CTDBPC000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-RID27-04-DOSTAD000,CE02SHSM,RID27,04-DOSTAD000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-RID27-04-DOSTAD000,CE02SHSM,RID27,04-DOSTAD000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-RID27-04-DOSTAD000,CE02SHSM,RID27,04-DOSTAD000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-RID27-04-DOSTAD000,CE02SHSM,RID27,04-DOSTAD000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-RID27-04-DOSTAD000,CE02SHSM,RID27,04-DOSTAD000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-RID27-04-DOSTAD000,CE02SHSM,RID27,04-DOSTAD000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-RID27-04-DOSTAD000,CE02SHSM,RID27,04-DOSTAD000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-RID27-04-DOSTAD000,CE02SHSM,RID27,04-DOSTAD000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-SBC11-00-CPMENG000,CE02SHSM,SBC11,00-CPMENG000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,,not for review
CE,CE02SHSM-SBC11-00-CPMENG000,CE02SHSM,SBC11,00-CPMENG000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,,not for review
CE,CE02SHSM-SBC11-00-CPMENG000,CE02SHSM,SBC11,00-CPMENG000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,,not for review
CE,CE02SHSM-SBC11-00-CPMENG000,CE02SHSM,SBC11,00-CPMENG000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,,not for review
CE,CE02SHSM-SBC11-00-CPMENG000,CE02SHSM,SBC11,00-CPMENG000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,,not for review
CE,CE02SHSM-SBC11-00-CPMENG000,CE02SHSM,SBC11,00-CPMENG000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,,not for review
CE,CE02SHSM-SBC11-00-CPMENG000,CE02SHSM,SBC11,00-CPMENG000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,,not for review
CE,CE02SHSM-SBC11-00-CPMENG000,CE02SHSM,SBC11,00-CPMENG000,8,2018-09-22T23:04:00,,yes,,not for review
CE,CE02SHSM-SBD11-00-DCLENG000,CE02SHSM,SBD11,00-DCLENG000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,,not for review
CE,CE02SHSM-SBD11-00-DCLENG000,CE02SHSM,SBD11,00-DCLENG000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,,not for review
CE,CE02SHSM-SBD11-00-DCLENG000,CE02SHSM,SBD11,00-DCLENG000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,,not for review
CE,CE02SHSM-SBD11-00-DCLENG000,CE02SHSM,SBD11,00-DCLENG000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,,not for review
CE,CE02SHSM-SBD11-00-DCLENG000,CE02SHSM,SBD11,00-DCLENG000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,,not for review
CE,CE02SHSM-SBD11-00-DCLENG000,CE02SHSM,SBD11,00-DCLENG000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,,not for review
CE,CE02SHSM-SBD11-00-DCLENG000,CE02SHSM,SBD11,00-DCLENG000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,,not for review
CE,CE02SHSM-SBD11-00-DCLENG000,CE02SHSM,SBD11,00-DCLENG000,8,2018-09-22T23:04:00,,yes,,not for review
CE,CE02SHSM-SBD11-01-MOPAK0000,CE02SHSM,SBD11,01-MOPAK0000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,,not for review
CE,CE02SHSM-SBD11-01-MOPAK0000,CE02SHSM,SBD11,01-MOPAK0000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,,not for review
CE,CE02SHSM-SBD11-01-MOPAK0000,CE02SHSM,SBD11,01-MOPAK0000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,,not for review
CE,CE02SHSM-SBD11-01-MOPAK0000,CE02SHSM,SBD11,01-MOPAK0000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,,not for review
CE,CE02SHSM-SBD11-01-MOPAK0000,CE02SHSM,SBD11,01-MOPAK0000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,,not for review
CE,CE02SHSM-SBD11-01-MOPAK0000,CE02SHSM,SBD11,01-MOPAK0000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,,not for review
CE,CE02SHSM-SBD11-01-MOPAK0000,CE02SHSM,SBD11,01-MOPAK0000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,,not for review
CE,CE02SHSM-SBD11-01-MOPAK0000,CE02SHSM,SBD11,01-MOPAK0000,8,2018-09-22T23:04:00,,yes,,not for review
CE,CE02SHSM-SBD11-02-HYDGN0000,CE02SHSM,SBD11,02-HYDGN0000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,,not for review
CE,CE02SHSM-SBD11-02-HYDGN0000,CE02SHSM,SBD11,02-HYDGN0000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,,not for review
CE,CE02SHSM-SBD11-02-HYDGN0000,CE02SHSM,SBD11,02-HYDGN0000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,,not for review
CE,CE02SHSM-SBD11-02-HYDGN0000,CE02SHSM,SBD11,02-HYDGN0000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,,not for review
CE,CE02SHSM-SBD11-02-HYDGN0000,CE02SHSM,SBD11,02-HYDGN0000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,,not for review
CE,CE02SHSM-SBD11-02-HYDGN0000,CE02SHSM,SBD11,02-HYDGN0000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,,not for review
CE,CE02SHSM-SBD11-02-HYDGN0000,CE02SHSM,SBD11,02-HYDGN0000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,,not for review
CE,CE02SHSM-SBD11-02-HYDGN0000,CE02SHSM,SBD11,02-HYDGN0000,8,2018-09-22T23:04:00,,yes,,not for review
CE,CE02SHSM-SBD11-04-VELPTA000,CE02SHSM,SBD11,04-VELPTA000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-SBD11-04-VELPTA000,CE02SHSM,SBD11,04-VELPTA000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-SBD11-04-VELPTA000,CE02SHSM,SBD11,04-VELPTA000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-SBD11-04-VELPTA000,CE02SHSM,SBD11,04-VELPTA000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-SBD11-04-VELPTA000,CE02SHSM,SBD11,04-VELPTA000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-SBD11-04-VELPTA000,CE02SHSM,SBD11,04-VELPTA000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-SBD11-04-VELPTA000,CE02SHSM,SBD11,04-VELPTA000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-SBD11-04-VELPTA000,CE02SHSM,SBD11,04-VELPTA000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-SBD11-06-METBKA000,CE02SHSM,SBD11,06-METBKA000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-SBD11-06-METBKA000,CE02SHSM,SBD11,06-METBKA000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-SBD11-06-METBKA000,CE02SHSM,SBD11,06-METBKA000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-SBD11-06-METBKA000,CE02SHSM,SBD11,06-METBKA000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-SBD11-06-METBKA000,CE02SHSM,SBD11,06-METBKA000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-SBD11-06-METBKA000,CE02SHSM,SBD11,06-METBKA000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-SBD11-06-METBKA000,CE02SHSM,SBD11,06-METBKA000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-SBD11-06-METBKA000,CE02SHSM,SBD11,06-METBKA000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-SBD12-00-DCLENG000,CE02SHSM,SBD12,00-DCLENG000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,,not for review
CE,CE02SHSM-SBD12-00-DCLENG000,CE02SHSM,SBD12,00-DCLENG000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,,not for review
CE,CE02SHSM-SBD12-00-DCLENG000,CE02SHSM,SBD12,00-DCLENG000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,,not for review
CE,CE02SHSM-SBD12-00-DCLENG000,CE02SHSM,SBD12,00-DCLENG000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,,not for review
CE,CE02SHSM-SBD12-00-DCLENG000,CE02SHSM,SBD12,00-DCLENG000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,,not for review
CE,CE02SHSM-SBD12-00-DCLENG000,CE02SHSM,SBD12,00-DCLENG000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,,not for review
CE,CE02SHSM-SBD12-00-DCLENG000,CE02SHSM,SBD12,00-DCLENG000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,,not for review
CE,CE02SHSM-SBD12-00-DCLENG000,CE02SHSM,SBD12,00-DCLENG000,8,2018-09-22T23:04:00,,yes,,not for review
CE,CE02SHSM-SBD12-03-HYDGN0000,CE02SHSM,SBD12,03-HYDGN0000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,,not for review
CE,CE02SHSM-SBD12-03-HYDGN0000,CE02SHSM,SBD12,03-HYDGN0000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,,not for review
CE,CE02SHSM-SBD12-03-HYDGN0000,CE02SHSM,SBD12,03-HYDGN0000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,,not for review
CE,CE02SHSM-SBD12-03-HYDGN0000,CE02SHSM,SBD12,03-HYDGN0000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,,not for review
CE,CE02SHSM-SBD12-03-HYDGN0000,CE02SHSM,SBD12,03-HYDGN0000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,,not for review
CE,CE02SHSM-SBD12-03-HYDGN0000,CE02SHSM,SBD12,03-HYDGN0000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,,not for review
CE,CE02SHSM-SBD12-03-HYDGN0000,CE02SHSM,SBD12,03-HYDGN0000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,,not for review
CE,CE02SHSM-SBD12-03-HYDGN0000,CE02SHSM,SBD12,03-HYDGN0000,8,2018-09-22T23:04:00,,yes,,not for review
CE,CE02SHSM-SBD12-04-PCO2AA000,CE02SHSM,SBD12,04-PCO2AA000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-SBD12-04-PCO2AA000,CE02SHSM,SBD12,04-PCO2AA000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-SBD12-04-PCO2AA000,CE02SHSM,SBD12,04-PCO2AA000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-SBD12-04-PCO2AA000,CE02SHSM,SBD12,04-PCO2AA000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-SBD12-04-PCO2AA000,CE02SHSM,SBD12,04-PCO2AA000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-SBD12-04-PCO2AA000,CE02SHSM,SBD12,04-PCO2AA000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-SBD12-04-PCO2AA000,CE02SHSM,SBD12,04-PCO2AA000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-SBD12-04-PCO2AA000,CE02SHSM,SBD12,04-PCO2AA000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-SBD12-05-WAVSSA000,CE02SHSM,SBD12,05-WAVSSA000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-SBD12-05-WAVSSA000,CE02SHSM,SBD12,05-WAVSSA000,2,2015-10-07T21:10:00,2016-05-16T21:09:00,yes,yes,for review
CE,CE02SHSM-SBD12-05-WAVSSA000,CE02SHSM,SBD12,05-WAVSSA000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-SBD12-05-WAVSSA000,CE02SHSM,SBD12,05-WAVSSA000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-SBD12-05-WAVSSA000,CE02SHSM,SBD12,05-WAVSSA000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-SBD12-05-WAVSSA000,CE02SHSM,SBD12,05-WAVSSA000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-SBD12-05-WAVSSA000,CE02SHSM,SBD12,05-WAVSSA000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
CE,CE02SHSM-SBD12-05-WAVSSA000,CE02SHSM,SBD12,05-WAVSSA000,8,2018-09-22T23:04:00,,yes,yes,not for review
CE,CE02SHSM-SBD12-08-FDCHPA000,CE02SHSM,SBD12,08-FDCHPA000,1,2015-04-02T20:15:00,2015-09-22T07:48:00,yes,yes,for review
CE,CE02SHSM-SBD12-08-FDCHPA000,CE02SHSM,SBD12,08-FDCHPA000,3,2016-05-17T21:23:00,2016-09-28T15:52:00,yes,yes,for review
CE,CE02SHSM-SBD12-08-FDCHPA000,CE02SHSM,SBD12,08-FDCHPA000,4,2016-09-26T21:25:00,2017-04-22T13:24:00,yes,yes,for review
CE,CE02SHSM-SBD12-08-FDCHPA000,CE02SHSM,SBD12,08-FDCHPA000,5,2017-04-20T17:23:00,2017-10-15T19:06:32,yes,yes,for review
CE,CE02SHSM-SBD12-08-FDCHPA000,CE02SHSM,SBD12,08-FDCHPA000,6,2017-10-10T02:21:08,2018-04-04T13:57:00,yes,yes,for review
CE,CE02SHSM-SBD12-08-FDCHPA000,CE02SHSM,SBD12,08-FDCHPA000,7,2018-04-03T01:17:00,2018-09-25T16:16:00,yes,yes,for review
