array_code,Reference Designator,subsite,node,sensor,deploymentNumber,startDateTime,stopDateTime,in_am,in_qcdb_science,status
CE,CE01ISSM-MFC31-00-CPMENG000,CE01ISSM,MFC31,00-CPMENG000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,,not for review
CE,CE01ISSM-MFC31-00-CPMENG000,CE01ISSM,MFC31,00-CPMENG000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,,not for review
CE,CE01ISSM-MFC31-00-CPMENG000,CE01ISSM,MFC31,00-CPMENG000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,,not for review
CE,CE01ISSM-MFC31-00-CPMENG000,CE01ISSM,MFC31,00-CPMENG000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,,not for review
CE,CE01ISSM-MFC31-00-CPMENG000,CE01ISSM,MFC31,00-CPMENG000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,,not for review
CE,CE01ISSM-MFC31-00-CPMENG000,CE01ISSM,MFC31,00-CPMENG000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,,not for review
CE,CE01ISSM-MFC31-00-CPMENG000,CE01ISSM,MFC31,00-CPMENG000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,,not for review
CE,CE01ISSM-MFC31-00-CPMENG000,CE01ISSM,MFC31,00-CPMENG000,10,2018-09-29T20:30:00,,yes,,not for review
CE,CE01ISSM-MFD35-00-DCLENG000,CE01ISSM,MFD35,00-DCLENG000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,,not for review
CE,CE01ISSM-MFD35-00-DCLENG000,CE01ISSM,MFD35,00-DCLENG000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,,not for review
CE,CE01ISSM-MFD35-00-DCLENG000,CE01ISSM,MFD35,00-DCLENG000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,,not for review
CE,CE01ISSM-MFD35-00-DCLENG000,CE01ISSM,MFD35,00-DCLENG000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,,not for review
CE,CE01ISSM-MFD35-00-DCLENG000,CE01ISSM,MFD35,00-DCLENG000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,,not for review
CE,CE01ISSM-MFD35-00-DCLENG000,CE01ISSM,MFD35,00-DCLENG000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,,not for review
CE,CE01ISSM-MFD35-00-DCLENG000,CE01ISSM,MFD35,00-DCLENG000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,,not for review
CE,CE01ISSM-MFD35-00-DCLENG000,CE01ISSM,MFD35,00-DCLENG000,10,2018-09-29T20:30:00,,yes,,not for review
CE,CE01ISSM-MFD35-01-VEL3DD000,CE01ISSM,MFD35,01-VEL3DD000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-MFD35-01-VEL3DD000,CE01ISSM,MFD35,01-VEL3DD000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-MFD35-01-VEL3DD000,CE01ISSM,MFD35,01-VEL3DD000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-MFD35-01-VEL3DD000,CE01ISSM,MFD35,01-VEL3DD000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-MFD35-01-VEL3DD000,CE01ISSM,MFD35,01-VEL3DD000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-MFD35-01-VEL3DD000,CE01ISSM,MFD35,01-VEL3DD000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-MFD35-01-VEL3DD000,CE01ISSM,MFD35,01-VEL3DD000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-MFD35-01-VEL3DD000,CE01ISSM,MFD35,01-VEL3DD000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-MFD35-01-VEL3DD000,CE01ISSM,MFD35,01-VEL3DD000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-MFD35-01-VEL3DD000,CE01ISSM,MFD35,01-VEL3DD000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-MFD35-02-PRESFA000,CE01ISSM,MFD35,02-PRESFA000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-MFD35-02-PRESFA000,CE01ISSM,MFD35,02-PRESFA000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-MFD35-02-PRESFA000,CE01ISSM,MFD35,02-PRESFA000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-MFD35-02-PRESFA000,CE01ISSM,MFD35,02-PRESFA000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-MFD35-02-PRESFA000,CE01ISSM,MFD35,02-PRESFA000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-MFD35-02-PRESFA000,CE01ISSM,MFD35,02-PRESFA000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-MFD35-02-PRESFA000,CE01ISSM,MFD35,02-PRESFA000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-MFD35-02-PRESFA000,CE01ISSM,MFD35,02-PRESFA000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-MFD35-02-PRESFA000,CE01ISSM,MFD35,02-PRESFA000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-MFD35-02-PRESFA000,CE01ISSM,MFD35,02-PRESFA000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-MFD35-04-ADCPTM000,CE01ISSM,MFD35,04-ADCPTM000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-MFD35-04-ADCPTM000,CE01ISSM,MFD35,04-ADCPTM000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-MFD35-04-ADCPTM000,CE01ISSM,MFD35,04-ADCPTM000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-MFD35-04-ADCPTM000,CE01ISSM,MFD35,04-ADCPTM000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-MFD35-04-ADCPTM000,CE01ISSM,MFD35,04-ADCPTM000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-MFD35-04-ADCPTM000,CE01ISSM,MFD35,04-ADCPTM000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-MFD35-04-ADCPTM000,CE01ISSM,MFD35,04-ADCPTM000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-MFD35-04-ADCPTM000,CE01ISSM,MFD35,04-ADCPTM000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-MFD35-04-ADCPTM000,CE01ISSM,MFD35,04-ADCPTM000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-MFD35-04-ADCPTM000,CE01ISSM,MFD35,04-ADCPTM000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-MFD35-05-PCO2WB000,CE01ISSM,MFD35,05-PCO2WB000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-MFD35-05-PCO2WB000,CE01ISSM,MFD35,05-PCO2WB000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-MFD35-05-PCO2WB000,CE01ISSM,MFD35,05-PCO2WB000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-MFD35-05-PCO2WB000,CE01ISSM,MFD35,05-PCO2WB000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-MFD35-05-PCO2WB000,CE01ISSM,MFD35,05-PCO2WB000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-MFD35-05-PCO2WB000,CE01ISSM,MFD35,05-PCO2WB000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-MFD35-05-PCO2WB000,CE01ISSM,MFD35,05-PCO2WB000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-MFD35-05-PCO2WB000,CE01ISSM,MFD35,05-PCO2WB000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-MFD35-05-PCO2WB000,CE01ISSM,MFD35,05-PCO2WB000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-MFD35-05-PCO2WB000,CE01ISSM,MFD35,05-PCO2WB000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-MFD35-06-PHSEND000,CE01ISSM,MFD35,06-PHSEND000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-MFD35-06-PHSEND000,CE01ISSM,MFD35,06-PHSEND000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-MFD35-06-PHSEND000,CE01ISSM,MFD35,06-PHSEND000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-MFD35-06-PHSEND000,CE01ISSM,MFD35,06-PHSEND000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-MFD35-06-PHSEND000,CE01ISSM,MFD35,06-PHSEND000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-MFD35-06-PHSEND000,CE01ISSM,MFD35,06-PHSEND000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-MFD35-06-PHSEND000,CE01ISSM,MFD35,06-PHSEND000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-MFD35-06-PHSEND000,CE01ISSM,MFD35,06-PHSEND000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-MFD35-06-PHSEND000,CE01ISSM,MFD35,06-PHSEND000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-MFD37-00-DCLENG000,CE01ISSM,MFD37,00-DCLENG000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,,not for review
CE,CE01ISSM-MFD37-00-DCLENG000,CE01ISSM,MFD37,00-DCLENG000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,,not for review
CE,CE01ISSM-MFD37-00-DCLENG000,CE01ISSM,MFD37,00-DCLENG000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,,not for review
CE,CE01ISSM-MFD37-00-DCLENG000,CE01ISSM,MFD37,00-DCLENG000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,,not for review
CE,CE01ISSM-MFD37-00-DCLENG000,CE01ISSM,MFD37,00-DCLENG000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,,not for review
CE,CE01ISSM-MFD37-00-DCLENG000,CE01ISSM,MFD37,00-DCLENG000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,,not for review
CE,CE01ISSM-MFD37-00-DCLENG000,CE01ISSM,MFD37,00-DCLENG000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,,not for review
CE,CE01ISSM-MFD37-00-DCLENG000,CE01ISSM,MFD37,00-DCLENG000,10,2018-09-29T20:30:00,,yes,,not for review
CE,CE01ISSM-MFD37-01-OPTAAD000,CE01ISSM,MFD37,01-OPTAAD000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-MFD37-01-OPTAAD000,CE01ISSM,MFD37,01-OPTAAD000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-MFD37-01-OPTAAD000,CE01ISSM,MFD37,01-OPTAAD000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-MFD37-01-OPTAAD000,CE01ISSM,MFD37,01-OPTAAD000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-MFD37-01-OPTAAD000,CE01ISSM,MFD37,01-OPTAAD000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-MFD37-03-CTDBPC000,CE01ISSM,MFD37,03-CTDBPC000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-CTDBPC000,CE01ISSM,MFD37,03-CTDBPC000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-CTDBPC000,CE01ISSM,MFD37,03-CTDBPC000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-CTDBPC000,CE01ISSM,MFD37,03-CTDBPC000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-CTDBPC000,CE01ISSM,MFD37,03-CTDBPC000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-CTDBPC000,CE01ISSM,MFD37,03-CTDBPC000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-CTDBPC000,CE01ISSM,MFD37,03-CTDBPC000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-MFD37-03-CTDBPC000,CE01ISSM,MFD37,03-CTDBPC000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-CTDBPC000,CE01ISSM,MFD37,03-CTDBPC000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-CTDBPC000,CE01ISSM,MFD37,03-CTDBPC000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-MFD37-03-DOSTAD000,CE01ISSM,MFD37,03-DOSTAD000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-DOSTAD000,CE01ISSM,MFD37,03-DOSTAD000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-DOSTAD000,CE01ISSM,MFD37,03-DOSTAD000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-DOSTAD000,CE01ISSM,MFD37,03-DOSTAD000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-DOSTAD000,CE01ISSM,MFD37,03-DOSTAD000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-DOSTAD000,CE01ISSM,MFD37,03-DOSTAD000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-DOSTAD000,CE01ISSM,MFD37,03-DOSTAD000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-MFD37-03-DOSTAD000,CE01ISSM,MFD37,03-DOSTAD000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-DOSTAD000,CE01ISSM,MFD37,03-DOSTAD000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-MFD37-03-DOSTAD000,CE01ISSM,MFD37,03-DOSTAD000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-MFD37-06-CAMDSA000,CE01ISSM,MFD37,06-CAMDSA000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,,not for review
CE,CE01ISSM-MFD37-06-CAMDSA000,CE01ISSM,MFD37,06-CAMDSA000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,,not for review
CE,CE01ISSM-MFD37-06-CAMDSA000,CE01ISSM,MFD37,06-CAMDSA000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,,not for review
CE,CE01ISSM-MFD37-06-CAMDSA000,CE01ISSM,MFD37,06-CAMDSA000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,,not for review
CE,CE01ISSM-MFD37-07-ZPLSCC000,CE01ISSM,MFD37,07-ZPLSCC000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,not for review
CE,CE01ISSM-MFD37-07-ZPLSCC000,CE01ISSM,MFD37,07-ZPLSCC000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,not for review
CE,CE01ISSM-MFD37-07-ZPLSCC000,CE01ISSM,MFD37,07-ZPLSCC000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,not for review
CE,CE01ISSM-MFD37-07-ZPLSCC000,CE01ISSM,MFD37,07-ZPLSCC000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,not for review
CE,CE01ISSM-MFD37-07-ZPLSCC000,CE01ISSM,MFD37,07-ZPLSCC000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,not for review
CE,CE01ISSM-MFD37-07-ZPLSCC000,CE01ISSM,MFD37,07-ZPLSCC000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,not for review
CE,CE01ISSM-MFD37-07-ZPLSCC000,CE01ISSM,MFD37,07-ZPLSCC000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,not for review
CE,CE01ISSM-MFD37-07-ZPLSCC000,CE01ISSM,MFD37,07-ZPLSCC000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-RID16-00-DCLENG000,CE01ISSM,RID16,00-DCLENG000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,,not for review
CE,CE01ISSM-RID16-00-DCLENG000,CE01ISSM,RID16,00-DCLENG000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,,not for review
CE,CE01ISSM-RID16-00-DCLENG000,CE01ISSM,RID16,00-DCLENG000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,,not for review
CE,CE01ISSM-RID16-00-DCLENG000,CE01ISSM,RID16,00-DCLENG000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,,not for review
CE,CE01ISSM-RID16-00-DCLENG000,CE01ISSM,RID16,00-DCLENG000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,,not for review
CE,CE01ISSM-RID16-00-DCLENG000,CE01ISSM,RID16,00-DCLENG000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,,not for review
CE,CE01ISSM-RID16-00-DCLENG000,CE01ISSM,RID16,00-DCLENG000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,,not for review
CE,CE01ISSM-RID16-00-DCLENG000,CE01ISSM,RID16,00-DCLENG000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,,not for review
CE,CE01ISSM-RID16-00-DCLENG000,CE01ISSM,RID16,00-DCLENG000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,,not for review
CE,CE01ISSM-RID16-00-DCLENG000,CE01ISSM,RID16,00-DCLENG000,10,2018-09-29T20:30:00,,yes,,not for review
CE,CE01ISSM-RID16-01-OPTAAD000,CE01ISSM,RID16,01-OPTAAD000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-RID16-01-OPTAAD000,CE01ISSM,RID16,01-OPTAAD000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-RID16-01-OPTAAD000,CE01ISSM,RID16,01-OPTAAD000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-RID16-01-OPTAAD000,CE01ISSM,RID16,01-OPTAAD000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-RID16-01-OPTAAD000,CE01ISSM,RID16,01-OPTAAD000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-RID16-01-OPTAAD000,CE01ISSM,RID16,01-OPTAAD000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-RID16-01-OPTAAD000,CE01ISSM,RID16,01-OPTAAD000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-RID16-01-OPTAAD000,CE01ISSM,RID16,01-OPTAAD000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-RID16-01-OPTAAD000,CE01ISSM,RID16,01-OPTAAD000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-RID16-02-FLORTD000,CE01ISSM,RID16,02-FLORTD000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-RID16-02-FLORTD000,CE01ISSM,RID16,02-FLORTD000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-RID16-02-FLORTD000,CE01ISSM,RID16,02-FLORTD000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-RID16-02-FLORTD000,CE01ISSM,RID16,02-FLORTD000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-RID16-02-FLORTD000,CE01ISSM,RID16,02-FLORTD000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-RID16-02-FLORTD000,CE01ISSM,RID16,02-FLORTD000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-RID16-02-FLORTD000,CE01ISSM,RID16,02-FLORTD000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-RID16-02-FLORTD000,CE01ISSM,RID16,02-FLORTD000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-RID16-02-FLORTD000,CE01ISSM,RID16,02-FLORTD000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-RID16-02-FLORTD000,CE01ISSM,RID16,02-FLORTD000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-RID16-03-CTDBPC000,CE01ISSM,RID16,03-CTDBPC000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-RID16-03-CTDBPC000,CE01ISSM,RID16,03-CTDBPC000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-RID16-03-CTDBPC000,CE01ISSM,RID16,03-CTDBPC000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-RID16-03-CTDBPC000,CE01ISSM,RID16,03-CTDBPC000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-RID16-03-CTDBPC000,CE01ISSM,RID16,03-CTDBPC000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-RID16-03-CTDBPC000,CE01ISSM,RID16,03-CTDBPC000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-RID16-03-CTDBPC000,CE01ISSM,RID16,03-CTDBPC000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-RID16-03-CTDBPC000,CE01ISSM,RID16,03-CTDBPC000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-RID16-03-CTDBPC000,CE01ISSM,RID16,03-CTDBPC000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-RID16-03-CTDBPC000,CE01ISSM,RID16,03-CTDBPC000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-RID16-03-DOSTAD000,CE01ISSM,RID16,03-DOSTAD000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-RID16-03-DOSTAD000,CE01ISSM,RID16,03-DOSTAD000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-RID16-03-DOSTAD000,CE01ISSM,RID16,03-DOSTAD000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-RID16-03-DOSTAD000,CE01ISSM,RID16,03-DOSTAD000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-RID16-03-DOSTAD000,CE01ISSM,RID16,03-DOSTAD000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-RID16-03-DOSTAD000,CE01ISSM,RID16,03-DOSTAD000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-RID16-03-DOSTAD000,CE01ISSM,RID16,03-DOSTAD000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-RID16-03-DOSTAD000,CE01ISSM,RID16,03-DOSTAD000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
CE,CE01ISSM-RID16-03-DOSTAD000,CE01ISSM,RID16,03-DOSTAD000,9,2018-04-03T04:22:00,2018-09-30T15:47:00,yes,yes,for review
CE,CE01ISSM-RID16-03-DOSTAD000,CE01ISSM,RID16,03-DOSTAD000,10,2018-09-29T20:30:00,,yes,yes,not for review
CE,CE01ISSM-RID16-04-VELPTA000,CE01ISSM,RID16,04-VELPTA000,1,2014-04-17T20:45:00,2014-08-16T22:30:00,yes,yes,for review
CE,CE01ISSM-RID16-04-VELPTA000,CE01ISSM,RID16,04-VELPTA000,2,2014-10-10T17:45:00,2015-04-12T00:30:00,yes,yes,for review
CE,CE01ISSM-RID16-04-VELPTA000,CE01ISSM,RID16,04-VELPTA000,3,2015-06-03T17:15:00,2015-10-07T00:00:00,yes,yes,for review
CE,CE01ISSM-RID16-04-VELPTA000,CE01ISSM,RID16,04-VELPTA000,4,2015-10-08T12:02:00,2016-05-10T15:22:00,yes,yes,for review
CE,CE01ISSM-RID16-04-VELPTA000,CE01ISSM,RID16,04-VELPTA000,5,2016-05-18T15:44:00,2016-10-02T20:15:00,yes,yes,for review
CE,CE01ISSM-RID16-04-VELPTA000,CE01ISSM,RID16,04-VELPTA000,6,2016-09-30T16:45:00,2017-04-17T19:45:00,yes,yes,for review
CE,CE01ISSM-RID16-04-VELPTA000,CE01ISSM,RID16,04-VELPTA000,7,2017-04-19T04:18:00,2017-10-12T21:50:57,yes,yes,for review
CE,CE01ISSM-RID16-04-VELPTA000,CE01ISSM,RID16,04-VELPTA000,8,2017-10-12T17:50:38,2018-04-01T10:22:00,yes,yes,for review
